id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2318,"Casa Madrona - Urban Oasis, 1 block from the Park!",2536,Megan,Central Area,Madrona,47.61081928,-122.290816,Entire home/apt,296,4,20,9/18/2018,0.16,3,345
4291,Sunrise in Seattle Master Suite,35749,Jess & Joey,Other neighborhoods,Roosevelt,47.68780101,-122.3134273,Private room,82,2,63,10/6/2018,0.96,5,365
5682,"Cozy Studio, min. to downtown -WiFi",8993,Maddy,Delridge,South Delridge,47.5239795,-122.3598906,Entire home/apt,48,3,461,11/2/2018,4.37,1,24
6606,"Fab, private seattle urban cottage!",14942,Joyce,Other neighborhoods,Wallingford,47.65410861,-122.3376053,Entire home/apt,90,2,134,10/21/2018,1.18,3,287
9419,Glorious sun room w/ memory foambed,30559,Angielena,Other neighborhoods,Georgetown,47.5506197,-122.3201354,Private room,65,2,130,9/9/2018,1.29,5,336
9460,Downtown/Convention Ctr B&B - Nice!,30832,Siena,Downtown,First Hill,47.60800998,-122.3287387,Private room,80,3,399,10/28/2018,3.56,4,133
9531,The Adorable Sweet Orange Craftsman,31481,Cassie,West Seattle,Fairmount Park,47.55538926,-122.3847386,Entire home/apt,165,2,35,10/8/2018,0.42,2,267
9534,The Coolest Tangerine Dream MIL! ,31481,Cassie,West Seattle,Fairmount Park,47.55623565,-122.3859805,Entire home/apt,125,2,36,10/29/2018,0.43,2,352
9596,"the down home , spacious, central and fab!",14942,Joyce,Other neighborhoods,Wallingford,47.65478743,-122.3365199,Entire home/apt,120,2,76,10/1/2018,0.84,3,94
9909,Luna Park Lower - West Seattle,33360,Laura,West Seattle,Fairmount Park,47.56520913,-122.3737475,Entire home/apt,125,3,57,10/23/2018,3.75,8,22
10209,Stay here for a blast!!!!,31553,Mike & Cassandra,Delridge,High Point,47.55364569,-122.3632573,Private room,50,5,36,6/20/2018,0.33,1,334
10385,Upscale Seattle Hotel Alternative ,35749,Jess & Joey,Northgate,Maple Leaf,47.69571858,-122.3119439,Private room,60,2,94,9/23/2018,0.85,5,335
10695,Private 2 Rooms & 1 Bath ,35749,Jess & Joey,Northgate,Maple Leaf,47.69720097,-122.313481,Private room,109,2,21,9/4/2018,0.2,5,327
11012,"the orange house, quiet 'n central",14942,Joyce,Other neighborhoods,Wallingford,47.65447679,-122.3364643,Entire home/apt,299,2,80,9/3/2018,0.75,3,43
11411,Hotel Room & Bath Alternative,35749,Jess & Joey,Northgate,Maple Leaf,47.69573695,-122.3131634,Private room,60,2,72,9/9/2018,0.68,5,357
14386,Quiet Cozy Upstairs BR Green Lake,39377,Bob,Other neighborhoods,Green Lake,47.68724568,-122.3346957,Private room,40,1,121,10/27/2018,1.2,3,105
15108,Green Lake Private Ground Floor BR,39377,Bob,Other neighborhoods,Green Lake,47.68826555,-122.3358555,Private room,60,1,70,10/26/2018,0.78,3,365
15749,Artsy Green Lake guest room with active family,61636,Angela,Other neighborhoods,Green Lake,47.68407228,-122.3264884,Private room,100,3,16,7/28/2018,0.19,2,89
17951,"West Seattle, The Starlight Studio",33360,Laura,West Seattle,Fairmount Park,47.55538173,-122.3862226,Entire home/apt,105,2,88,11/5/2018,0.86,8,350
19619,Lively Vacation Home in Seattle with Puget Sound Views,74305,Seattle Oasis,Downtown,Belltown,47.61361553,-122.3470578,Entire home/apt,145,2,75,9/14/2018,0.75,43,132
20868,"Newly Remodeled ""Boho Modern"" in Mapleleaf",35749,Jess & Joey,Northgate,Maple Leaf,47.69538567,-122.3130749,Entire home/apt,199,2,119,10/8/2018,1.16,5,356
20927,Cottage in the Heart of Ballard,79450,Brad / Liz,Ballard,Adams,47.67333939,-122.3951203,Entire home/apt,89,2,479,11/4/2018,4.7,2,117
20928,Victorian in the Heart of Ballard,79450,Brad / Liz,Ballard,Adams,47.6736071,-122.3938029,Private room,79,2,265,11/2/2018,6.32,2,120
23192,Large Modern Unit - 3 blocks from the light-rail,90437,Ian,Capitol Hill,Broadway,47.62236602,-122.315918,Entire home/apt,200,3,95,11/9/2018,1.44,4,327
23356,3bd 2bt great bargain  sleep 8-10,91286,Tonyhai,Beacon Hill,Holly Park,47.5341884,-122.2813932,Entire home/apt,189,5,19,8/20/2018,0.21,1,323
24212,11/11-13★PERFECT Getaway w/ Views★,74305,Seattle Oasis,Downtown,Belltown,47.61539627,-122.3486637,Entire home/apt,157,1,77,10/11/2018,0.79,43,149
25002,"Beautiful, Private Spot in Quiet Ballard",102684,Amanda,Ballard,Whittier Heights,47.67941169,-122.3705396,Entire home/apt,70,2,683,11/11/2018,6.55,1,148
26116,2-bedroom Capitol Hill Pied-à-terre,110248,Jamilah,Capitol Hill,Broadway,47.61742598,-122.3267563,Entire home/apt,259,2,143,9/24/2016,1.44,1,317
26795,Lake Union Cottage - Shore and Cityview,114228,Kelly,Cascade,Eastlake,47.63952608,-122.3283787,Entire home/apt,275,30,59,7/18/2018,0.59,1,364
30712,Cozy Ballard Apartment,107605,Al,Ballard,Loyal Heights,47.67890136,-122.3818633,Entire home/apt,75,4,85,10/15/2018,0.83,1,363
37234,Your Home Away From Home.  Private Parking onsite.,160789,Darrell,Ballard,Loyal Heights,47.68804808,-122.39231,Entire home/apt,85,3,3,9/30/2018,0.12,2,357
38545,"en-suite, fireplace,chef kitchen. no car needed!",165390,Seth,Other neighborhoods,Wallingford,47.65263064,-122.3422171,Entire home/apt,225,10,93,10/4/2018,0.96,7,167
41401,Home Away From Home - MIL Suite    ,180441,Pina,Beacon Hill,Mid-Beacon Hill,47.56034898,-122.3140232,Entire home/apt,95,10,28,5/6/2017,0.28,1,199
43373,Big sunny central house with view!,189356,Michael,Other neighborhoods,Wallingford,47.65055156,-122.3305887,Private room,55,2,223,11/5/2018,2.22,1,336
47491,Tranquil Rooms at Maple Creek House,215230,Carol,Other neighborhoods,Wedgwood,47.6924646,-122.2868838,Private room,60,3,43,8/7/2018,0.43,4,142
48848,green suite seattle - dog friendly,212404,Piper + Kent,Other neighborhoods,Windermere,47.67158704,-122.2599474,Entire home/apt,110,2,39,10/23/2018,0.4,2,199
50233,Highly Desirable 2-bdrm BAMBOO Suite!,230140,Marie,West Seattle,Genesee,47.56642871,-122.3808422,Entire home/apt,180,1,29,3/12/2018,0.32,2,318
52525,Maple Creek House in Wedgwood,215230,Carol,Other neighborhoods,Wedgwood,47.69270118,-122.285479,Private room,45,3,29,7/1/2018,0.29,4,364
58503,Spacious Private Daylight Basement Apartment,157262,Gus & Chelsea,Other neighborhoods,Phinney Ridge,47.67946704,-122.3566001,Entire home/apt,75,2,215,11/5/2018,4.27,1,331
59827,Contemporary Condo with Rooftop Views in Belltown Seattle,74305,Seattle Oasis,Downtown,Belltown,47.61627389,-122.3441262,Entire home/apt,96,2,40,10/31/2018,0.42,43,0
63733,Seattle- Ballard Guestsuite -,311363,Irmgard,Ballard,West Woodland,47.67171434,-122.3658876,Entire home/apt,76,3,212,10/14/2018,2.3,1,336
66540,Large Tranquil Room in Wedgwood,215230,Carol,Other neighborhoods,Wedgwood,47.69420772,-122.2862492,Private room,50,3,25,10/5/2018,0.26,4,178
66611,Study Den in Tranquil Setting,215230,Carol,Other neighborhoods,Wedgwood,47.69281515,-122.2853365,Private room,40,3,24,4/17/2018,0.25,4,363
67270,"Light and airy, steps to the Lake.",331573,Jean,Seward Park,Seward Park,47.56168143,-122.2721228,Private room,70,2,178,9/5/2018,1.9,1,306
76565,Quiet Room in West Seattle,232785,Aviva,Delridge,Riverview,47.54700198,-122.3544407,Private room,55,2,10,9/3/2018,0.11,2,88
77149,Central quiet Capitol Hill condo,412854,Goldie,Capitol Hill,Broadway,47.62585162,-122.3200413,Entire home/apt,110,5,15,9/24/2016,0.16,1,0
86185,West Seattle: Admiral calm & quiet,192355,Jane,West Seattle,North Admiral,47.58239155,-122.3944776,Private room,75,2,63,10/12/2018,0.69,1,364
103908,Green Lake Gem - Walk to Lake,541406,Trung,Other neighborhoods,Green Lake,47.68427308,-122.3266159,Entire home/apt,150,3,17,6/28/2018,0.21,2,350
103920,Green Lake Spacious Two Bedrooms - Walk to Lake!,541406,Trung,Other neighborhoods,Green Lake,47.68415691,-122.3259722,Entire home/apt,250,2,19,9/24/2018,0.26,2,350
107884,West Seattle/Alki Beach House,331494,Anne,West Seattle,North Admiral,47.57999613,-122.4020445,Entire home/apt,79,2,109,11/13/2018,1.2,1,190
107962,Haller Lake Restored Log Cabin,112093,Roberta & Dan,Northgate,Haller Lake,47.71488519,-122.3329636,Entire home/apt,120,2,216,11/6/2018,2.4,1,110
108765,Beacon Hill Cottage in the City,541908,Mary,Beacon Hill,Mid-Beacon Hill,47.55256632,-122.3043496,Entire home/apt,130,2,57,6/10/2018,0.63,1,353
116221,"Modern, Light-Filled Fremont Flat",587302,Danni,Other neighborhoods,Fremont,47.65437102,-122.3574538,Entire home/apt,135,21,36,8/10/2018,0.4,1,80
117165,Suite+Office in Gorgeous View Home,559827,Judith,West Seattle,Alki,47.56873923,-122.4064875,Private room,100,2,126,10/17/2018,1.43,2,356
119103,Teeny Tiny Guestyhouse!,601600,Hal,Other neighborhoods,Fremont,47.65230911,-122.3500045,Entire home/apt,79,3,348,11/12/2018,3.85,2,355
132120,Mother-in-Law Apartment in Seattle,378445,Ralph,Other neighborhoods,Wallingford,47.66922781,-122.3351737,Entire home/apt,110,2,85,9/30/2018,0.94,1,311
132160,"Green Lake Guest Suite, private apt",558743,Natalie,Other neighborhoods,Green Lake,47.68226061,-122.34345,Entire home/apt,150,3,242,11/11/2018,2.73,2,158
134091,Vintage Capitol Hill - 1 Pkg Spot,658155,Joe,Capitol Hill,Broadway,47.62142096,-122.3164195,Entire home/apt,170,3,150,11/13/2018,1.71,16,64
136480,Bright Cheery Room in Seattle House,539515,Shari,Seward Park,Seward Park,47.55508435,-122.2645533,Private room,85,2,56,8/7/2018,0.86,1,200
140331,Metrobilly Retreat,683617,Jana,Central Area,Harrison/Denny-Blaine,47.61893903,-122.2921234,Private room,75,1,140,9/30/2018,1.55,1,215
143580,N. Beacon Hill- Super Private Room,594315,Jana,Beacon Hill,North Beacon Hill,47.5837867,-122.3167697,Private room,89,2,343,10/29/2018,3.81,1,348
143704,"Private 1BR, Parking, Eco-Cleaned, 5% to Charity",696788,Julie,Central Area,Mann,47.61231304,-122.2982522,Entire home/apt,92,3,335,11/12/2018,3.72,1,316
151545,"Seattle 3 BR, 1.25 BA with Gorgeous Water Views",306615,Montara,Capitol Hill,Portage Bay,47.65008472,-122.3193145,Entire home/apt,180,3,13,9/30/2018,0.15,3,78
158345,Restful Room in W. Ballard-NO cleaning fee!,759949,Marcia,Ballard,Sunset Hill,47.66992138,-122.4014638,Private room,55,2,406,11/13/2018,4.57,1,289
160222,Apt on Lake Union $99/night in Heart of City,767899,Amy,Queen Anne,East Queen Anne,47.64034606,-122.3420882,Entire home/apt,110,3,85,10/23/2018,0.95,1,67
162563,Quiet Clean and safe neighborhood,776719,Desmond,Central Area,Minor,47.61294151,-122.312636,Private room,90,2,9,8/11/2018,1.75,3,178
170273,Stroll to Stunning Views from a Historic Home,804996,Nadine,Queen Anne,Lower Queen Anne,47.62767352,-122.3586108,Entire home/apt,750,2,196,11/12/2018,2.2,1,296
170469,Private Bed & Bath in Ballard,756099,Carie,Ballard,Whittier Heights,47.67860547,-122.3740456,Private room,80,3,84,11/5/2018,2.4,1,12
173896,Cozy in Ballard: Detached Bedroom en Suite,830508,Doug And Lori,Ballard,Sunset Hill,47.67234522,-122.39892,Private room,65,2,272,11/11/2018,3.06,1,349
175576,Private Apartment - Queen Anne Hill,239585,Ray & Eileen,Queen Anne,West Queen Anne,47.63548171,-122.3584778,Entire home/apt,85,2,280,10/29/2018,3.14,1,0
181891,Ballard Gem!,871668,Andrea,Ballard,Adams,47.67019035,-122.3875641,Entire home/apt,275,3,1,9/3/2018,0.41,1,353
186328,"Beautiful Update Craftsman 3BR, 3BA",895223,Andrew,Queen Anne,North Queen Anne,47.64413086,-122.3562992,Entire home/apt,250,3,1,11/8/2013,0.02,1,0
189156,Sweet Studio -Water & Mountain view,179030,Harriet,West Seattle,Seaview,47.54543065,-122.3978373,Private room,69,2,252,11/6/2018,2.88,1,170
190984,Home in Hillman City - large studio & free parking,923095,Denise,Rainier Valley,Columbia City,47.55284232,-122.2778936,Entire home/apt,80,2,150,11/13/2018,2.73,2,61
193836,Spacious Suite Near Lincoln Park in West Seattle,583579,Amy,West Seattle,Gatewood,47.53570065,-122.3863124,Entire home/apt,95,1,162,10/6/2018,1.83,1,340
202174,Modern Townhome in Superb Location,58235,Apryl,Downtown,International District,47.59604912,-122.3178501,Entire home/apt,159,2,19,11/5/2018,0.25,1,0
202251,Seattle Phinney Ridge Ballard,601266,Tim And Pam,Other neighborhoods,Phinney Ridge,47.67770465,-122.3598389,Entire home/apt,245,7,22,8/31/2018,0.42,1,335
202260,Cozy Seattle Apartment Near UW & Children's,990195,Kerry,Other neighborhoods,View Ridge,47.68003757,-122.2839834,Entire home/apt,99,30,143,8/1/2016,1.63,1,0
208356,contemporary art loft downtown [7],1025723,Dirk & Jaq,Downtown,International District,47.59908075,-122.3255913,Private room,99,4,703,10/7/2018,8.02,3,0
208670,2BR/1BA Quiet Capitol Hill Bungalow w/Loft,1022302,David,Capitol Hill,Broadway,47.62162739,-122.3169293,Entire home/apt,212,2,131,8/31/2017,1.59,1,0
210316,"""THE 5-STAR HOUSE""",2438665,Flor,Other neighborhoods,Crown Hill,47.69989837,-122.3661418,Private room,80,2,67,10/9/2018,1.24,4,245
215882,Relaxing Garden Cottage w/ Hot Tub!,971336,Julie,Rainier Valley,Columbia City,47.56129704,-122.2812186,Entire home/apt,84,2,336,11/10/2018,3.93,1,63
217142,LOCATION! Family SPACIOUS 2BD/2BA PRKG FREE WiFi,8243075,Jara,Downtown,Belltown,47.61533865,-122.3479053,Entire home/apt,200,2,130,10/28/2018,1.51,4,269
218741,"Private, Large Room+Bath in Ballard",468703,Corinne & Tom,Ballard,Loyal Heights,47.68230928,-122.3787497,Private room,90,1,131,8/18/2018,1.68,2,179
219532,"Fun home in Funky Fremont, Seattle",1037115,Rose And Glen,Other neighborhoods,Fremont,47.65692477,-122.3609349,Entire home/apt,275,3,76,8/25/2018,0.96,6,141
222885,Gluten Free on Phinney Ridge,72845,Judith,Other neighborhoods,Phinney Ridge,47.67574678,-122.3573891,Private room,75,2,29,7/27/2018,0.34,2,152
224763,"Location! Sleeps 4 WiFi  Luxurious, Parking Inc!",8243075,Jara,Downtown,Belltown,47.6138602,-122.3487873,Entire home/apt,139,1,88,10/30/2018,1.06,4,299
225820,Family Friendly on Phinney Ridge,72845,Judith,Other neighborhoods,Phinney Ridge,47.67780944,-122.3586213,Private room,90,2,83,10/21/2018,1.22,2,152
226495,"Fun apartment in Ballard, Seattle",1037115,Rose And Glen,Ballard,Whittier Heights,47.68966108,-122.3683942,Entire home/apt,170,3,81,10/31/2018,1.02,6,261
226536,Serene Room in Sunny Cottage near Discovery Park,209571,Cheryl,Magnolia,Lawton Park,47.66119734,-122.4014455,Private room,46,1,164,11/5/2018,1.92,2,353
226677,Sunny Parisian beauty room w/ comfy bed,30559,Angielena,Other neighborhoods,Georgetown,47.54969071,-122.3186791,Private room,55,2,131,10/22/2018,1.53,5,349
227636,Large Ballard/Fremont apartment,1187351,Michael,Ballard,West Woodland,47.66807053,-122.3620862,Entire home/apt,120,2,206,11/11/2018,2.41,1,51
229990,Alki Beach 1/2 block to beach,1201633,Wayne,West Seattle,Alki,47.5782293,-122.4118121,Entire home/apt,160,1,1,6/23/2018,0.21,1,347
231097,Peaceful NE Seattle guest room,990692,Paul,Lake City,Matthews Beach,47.70638974,-122.2807456,Private room,54,3,143,10/11/2018,1.65,1,344
232015,Cute and bright MIL in Wallingford,1195347,Dorothee + Steffen,Other neighborhoods,Wallingford,47.64969503,-122.3356211,Entire home/apt,85,2,18,10/13/2018,0.21,1,137
233502,West Seattle room with private bath,1215564,Danielle,West Seattle,North Admiral,47.57326556,-122.3743612,Private room,60,1,1,6/6/2012,0.01,1,247
240920,"Quiet Greenlake home, balcony room in the trees.",946910,Nathan,Other neighborhoods,Wallingford,47.668176,-122.3373708,Private room,55,4,18,8/6/2018,0.23,3,62
241016,Scandinavian Queen Anne Home,956883,Maija,Queen Anne,North Queen Anne,47.64328624,-122.3758186,Entire home/apt,215,2,79,10/29/2018,1.32,3,332
241032,Stylish Queen Anne Apartment,956883,Maija,Queen Anne,West Queen Anne,47.63628904,-122.3710252,Entire home/apt,175,1,284,9/17/2018,3.31,3,167
243885,Charming Urban Garden Bungalow,1279637,Melody And Justin,Other neighborhoods,Wallingford,47.67057941,-122.3236325,Entire home/apt,125,3,4,7/6/2018,0.05,1,0
251922,"Sleepy North Admiral, West Seattle",512084,Edwin,West Seattle,North Admiral,47.58143268,-122.394109,Entire home/apt,83,2,207,10/27/2018,2.42,1,344
254340,Phinney Oasis-Ballard/Phinney,1336214,Kim,Other neighborhoods,Phinney Ridge,47.67716562,-122.3616928,Entire home/apt,85,3,148,11/10/2018,1.75,1,110
260613,Modern & New MIL Apt. in N. Ballard,1387754,Monika,Ballard,Whittier Heights,47.68648953,-122.3684619,Entire home/apt,100,1,45,8/10/2018,0.55,1,329
261912,"Storybook Tudor, house at GreenLake",558743,Natalie,Other neighborhoods,Green Lake,47.68378067,-122.3420128,Entire home/apt,200,4,30,8/17/2018,0.38,2,18
264829,2bed Rm Inner City Suite Near Dwtn,862329,Prez & 'Keia,Beacon Hill,North Beacon Hill,47.57529097,-122.3020487,Entire home/apt,175,2,47,9/17/2018,0.56,5,365
270370,"NorthBeach, fantastic water view",1309213,Audrey&Benoit,Other neighborhoods,North Beach/Blue Ridge,47.69818119,-122.3871013,Entire home/apt,195,2,0,,,1,0
271509,★Harbor&City Views!★11/25-29,74305,Seattle Oasis,Downtown,Belltown,47.61577535,-122.3487186,Entire home/apt,175,2,63,11/4/2018,0.83,43,153
277416,Near Space Needle! Sunny 1 bd/1 ba WiFi CLEAN Prkg,8243075,Jara,Downtown,Belltown,47.61607469,-122.3466775,Entire home/apt,139,2,99,10/20/2018,1.17,4,273
278830,Charming Craftsman house,1452570,Emily,Queen Anne,West Queen Anne,47.6329184,-122.3724706,Entire home/apt,395,2,67,9/4/2018,0.87,3,34
279209,Beautiful Light Filled Cottage in Central Ballard,601384,Eva,Ballard,Loyal Heights,47.68122541,-122.3797114,Entire home/apt,150,2,2,6/26/2016,0.07,1,0
281208,"Luxury, Location, Great For Family",658155,Joe,Central Area,Atlantic,47.59379732,-122.3051488,Entire home/apt,229,3,146,11/12/2018,1.78,16,69
281789,11th Avenue Inn Bed and Breakfast,31509,David,Capitol Hill,Broadway,47.61988282,-122.3196126,Private room,99,1,52,11/8/2018,0.63,6,41
282934,Seattle Sojourn Guest Suite near Lighthouse Roasters,781716,Andra,Other neighborhoods,Fremont,47.65758911,-122.3543762,Entire home/apt,119,4,89,9/30/2018,1.29,1,0
284087,The Nest in the Heart of the City,721070,Suzanne,Downtown,First Hill,47.61148112,-122.3291211,Entire home/apt,175,3,156,10/29/2018,1.91,1,332
284480,"Urban Chic, West Seattle Apartment",1481380,Ellen & Jim,Delridge,North Delridge,47.56783012,-122.3700457,Entire home/apt,129,2,0,,,1,0
286080,11/11-14★2Bed Sleep 6/Heart of Downtown Seattle,74305,Seattle Oasis,Downtown,Belltown,47.61523203,-122.3470274,Entire home/apt,144,2,79,10/29/2018,0.94,43,141
299817,Cap Hill Mountain/Lake View Oasis,1545026,Anna,Capitol Hill,Stevens,47.62387529,-122.3013348,Entire home/apt,125,7,9,8/14/2018,0.14,1,349
301059,✶11/18-20✶ Belltown-Fantastic View,74305,Seattle Oasis,Downtown,Belltown,47.61497282,-122.3485545,Entire home/apt,113,2,42,8/31/2018,0.52,43,141
303277,Hip Condo Private Deck East Lake Union - Long Term,1204187,Kara,Cascade,Eastlake,47.64481047,-122.3242851,Entire home/apt,150,30,8,8/10/2018,0.1,2,350
311790,Eastlake Union-Fantastic Location,1204187,Kara,Cascade,Eastlake,47.64642132,-122.3249538,Private room,50,1,3,6/8/2017,0.04,2,0
314180,Historic Wallingford Gem w/ Amazing Seattle Views,1224813,Cam,Other neighborhoods,Wallingford,47.65386101,-122.3384965,Entire home/apt,225,3,43,10/31/2018,0.53,2,172
317248,Historic Seattle Home Designed for Modern Living,658155,Joe,Capitol Hill,Broadway,47.62336216,-122.3166778,Entire home/apt,240,3,144,11/12/2018,1.85,16,55
318475,Center of the universe Fremont Flat,1634441,Daniel,Other neighborhoods,Fremont,47.65633406,-122.3499775,Entire home/apt,131,2,121,11/12/2018,1.58,2,57
319768,Family Friendly Modern Seattle Home,1577903,Jen,Central Area,Atlantic,47.59582907,-122.2978842,Entire home/apt,135,5,5,12/28/2013,0.06,1,0
338091,"spacious, great location w view",1717589,Jen,Capitol Hill,Broadway,47.61897139,-122.3242072,Entire home/apt,165,1,115,10/5/2018,1.43,3,355
340706,Charming Wallingford Apartment,1015653,David,Other neighborhoods,Wallingford,47.65588494,-122.332136,Entire home/apt,90,2,182,11/12/2018,2.24,1,1
340738,Victorian home on Capitol Hill,1729224,Marlow,Capitol Hill,Stevens,47.62344283,-122.3065869,Entire home/apt,195,30,0,,,4,0
341454,"Cool 2BR Flat w/Private Balcony, City Views",1732181,William,Central Area,Minor,47.61037712,-122.3115658,Entire home/apt,175,3,48,10/28/2018,1.44,3,352
353039,St. John's Apt. 300 *Walkscore 99*,1787819,Bryce,Downtown,First Hill,47.61367456,-122.3220283,Entire home/apt,155,30,46,11/5/2018,0.59,8,302
353110,West Seattle Backyard Vacation Cottage,1788284,Eric,West Seattle,North Admiral,47.58002881,-122.3902511,Entire home/apt,107,4,67,10/23/2018,0.83,1,338
353347,VACATION HOUSE WEST SEATTLE,791459,Kathy,West Seattle,Arbor Heights,47.50508834,-122.3782388,Entire home/apt,200,5,29,8/27/2015,0.36,1,364
356248,Seattle 2BR Apt with Amazing Water Views!,306615,Montara,Capitol Hill,Portage Bay,47.65005161,-122.3211013,Entire home/apt,159,3,20,9/25/2018,0.77,3,249
356608,St. John's Apt. 309 *Walkscore 99*,1787819,Bryce,Downtown,First Hill,47.61304301,-122.3232142,Entire home/apt,196,3,98,10/27/2018,1.25,8,304
365550,contemporary art loft downtown [17],1025723,Dirk & Jaq,Downtown,International District,47.5990163,-122.3270799,Private room,99,3,717,10/29/2018,8.86,3,0
368403,Large Luxury Lakeside Seattle Home,4186078,Trung,Other neighborhoods,Green Lake,47.68354474,-122.3309111,Entire home/apt,450,4,28,10/24/2018,0.45,1,356
370361,Private Guest Studio- Phinney Ridge,1865986,Sheldon,Other neighborhoods,Greenwood,47.68348315,-122.3570539,Private room,85,3,192,10/23/2018,2.38,2,152
380950,4BR/2BA Craftsman Charmer w/ Stunning Sunset Views,287962,Ian,Other neighborhoods,Fremont,47.66622997,-122.3606969,Entire home/apt,400,1,25,9/4/2017,0.32,1,0
384797,The FUN HOUSE 2 - 6 room/10 bed/3 bath,50893,Chris,Capitol Hill,Broadway,47.6256981,-122.3209536,Entire home/apt,499,4,41,10/29/2018,0.52,2,335
385438,Luxury Condo with lake union views ,1929300,Arvind,Capitol Hill,Broadway,47.62836568,-122.3262605,Entire home/apt,175,4,4,9/8/2015,0.05,1,0
387078,Modern on Capitol Hill. LOCATION!,1121532,Allie,Capitol Hill,Broadway,47.62177825,-122.3237871,Entire home/apt,119,1,141,10/1/2018,1.96,7,329
387464,Backyard Studio Apartment near UW,1938802,Jason And Susy,Other neighborhoods,Ravenna,47.6767531,-122.2939718,Entire home/apt,93,2,208,10/29/2018,2.58,1,340
392140,Fantastic View-Close to Light Rail-Solar Powered!,3313235,Leslie,Beacon Hill,North Beacon Hill,47.58513027,-122.3152614,Private room,72,2,234,10/14/2018,2.94,1,365
392779,2/1 Plush Modern Hilltop Retreat,437055,Jyoti And Tushar,Beacon Hill,North Beacon Hill,47.57576948,-122.3163621,Entire home/apt,112,3,122,9/15/2018,1.56,1,172
394408,Sweet home in the heart of Fremont,1971733,Caroline,Other neighborhoods,Fremont,47.65810701,-122.357389,Entire home/apt,150,1,48,12/13/2016,0.61,1,318
397117,Great Space & Location + View!,391714,Lauren,Downtown,Central Business District,47.60727498,-122.3315645,Entire home/apt,115,1,478,10/27/2018,5.93,1,192
408526,Chic 3 bed 4 bath Ballard townhome,2034501,Vivian,Ballard,Adams,47.67553327,-122.376324,Entire home/apt,218,14,0,,,2,365
413733,Chill Central District 2BR,2057654,Michele & Ryan,Central Area,Madrona,47.60907002,-122.2961326,Entire home/apt,269,2,135,10/29/2018,3.3,1,81
421168,Greenwood Studio,2094547,Samantha & Peter,Other neighborhoods,Greenwood,47.69921615,-122.350716,Private room,71,1,332,8/2/2018,4.29,1,0
430609,"Fresh & hip. 3br/2.5ba deck, bright, walk to all!",165390,Seth,Other neighborhoods,Fremont,47.65883131,-122.3479665,Entire home/apt,225,2,46,8/26/2018,0.99,7,143
430610,"modern,super roof deck, garage,88 walkscore.",165390,Seth,Other neighborhoods,Wallingford,47.65410157,-122.3385109,Entire home/apt,259,5,93,9/8/2018,1.22,7,317
433842,Green Lake Place,2088654,Steve,Other neighborhoods,Green Lake,47.6852809,-122.3431576,Entire home/apt,85,2,18,9/3/2018,3.42,1,0
443942,Stunning downtown flat top floor with internet,64955,Beb,Downtown,Belltown,47.61582776,-122.3407773,Entire home/apt,125,1,33,5/14/2018,0.56,1,361
445199,The Chandelier Room,2211872,Eliza,Delridge,North Delridge,47.56965759,-122.3617113,Private room,80,2,96,8/13/2017,1.23,1,348
447523,Bedroom in artistic Northwest home,2222321,Deb,Other neighborhoods,Wedgwood,47.68523247,-122.2894346,Private room,50,1,176,9/15/2018,2.26,4,356
451012,Spacious house near Ballard ,2234071,Sasan,Other neighborhoods,Broadview,47.71351833,-122.3587353,Entire home/apt,195,7,2,12/30/2013,0.03,1,335
461234,Browns House Guest Apt. in Ballard,1870781,Diana,Ballard,Whittier Heights,47.68394088,-122.3730455,Entire home/apt,99,3,242,10/8/2018,3.09,1,346
461567,LIGHT SUITE W/MOUNTAIN VIEWS; CLOSE TO BALLARD,2294267,Donna,Other neighborhoods,Crown Hill,47.69736004,-122.3762222,Private room,75,1,262,9/30/2018,3.42,1,160
463768,delux comfort+ in coolest 'hood / spacious 4 bdrm,1210993,Audrey,Ballard,Sunset Hill,47.66899481,-122.4028006,Entire home/apt,395,2,24,9/3/2017,0.31,1,0
475361,NE Seattle Artist Treehouse Suite!,2342082,Marilyn,Lake City,Cedar Park,47.71796192,-122.2911407,Entire home/apt,87,3,115,9/9/2018,1.48,1,174
475496,Cap Hill modern light-filled home,1495392,Lindsey,Capitol Hill,Stevens,47.62785213,-122.2987148,Entire home/apt,200,20,1,7/26/2012,0.01,2,0
490076,Super cute w/gardens & charm. Great location!,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65429759,-122.3525885,Entire home/apt,80,2,270,11/8/2018,4.96,3,69
490110,Seattle Pike Place Market Apartment,2403410,Alan,Downtown,Pike-Market,47.61171831,-122.343685,Entire home/apt,275,3,44,9/3/2018,0.57,1,0
491958,Columbia City Treehouse Vacation Rental,2431399,Jay,Rainier Valley,Columbia City,47.56051111,-122.2789483,Entire home/apt,75,2,297,10/28/2018,3.84,1,207
493591,"""THE 5-STAR  HOUSE""",2438665,Flor,Other neighborhoods,Crown Hill,47.7029544,-122.3686115,Private room,50,2,159,10/5/2018,2.04,4,280
496074,Spacious Garden Apt Phinney Ridge,2450062,Liza,Other neighborhoods,Phinney Ridge,47.67804599,-122.3604255,Entire home/apt,95,3,141,9/18/2018,1.85,2,359
