id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
11462832,Garden Room in University District,2277537,Sally,University District,University District,47.66835631,-122.3187496,Private room,102,1,3,3/30/2017,0.09,2,0
11478058,“Lava Room” dwnstrs w/ access to balcony&firepit,60401845,Nina,Rainier Valley,Rainier View,47.49814601,-122.2639028,Private room,32,1,147,11/11/2018,4.57,2,355
11478387,Cozy room in a modern townhouse,60120000,Kishan,Other neighborhoods,Bitter Lake,47.72423701,-122.3525627,Private room,75,3,19,11/24/2017,0.63,2,319
11497199,East Capital Hill Vintage Home,60543758,Tim,Central Area,Mann,47.61194833,-122.3014858,Entire home/apt,89,4,74,10/24/2018,2.35,1,54
11498160,West Seattle flat,60556469,Thomas,West Seattle,Fairmount Park,47.5571685,-122.3827704,Entire home/apt,89,3,177,9/20/2018,5.37,1,96
11498207,"Modern and Unique Garden Apartment, Free Parking",60557253,Michael & John,Beacon Hill,North Beacon Hill,47.57271805,-122.3039631,Entire home/apt,165,3,112,11/12/2018,3.73,1,65
11507749,Modern spacious home in the heart of Seattle,35997927,John,Central Area,Leschi,47.59149478,-122.2968163,Entire home/apt,150,1,25,12/27/2017,1.86,1,0
11509343,Spacious & light-filled studio in quiet district,19010756,Tim & Carrie,West Seattle,Arbor Heights,47.51280923,-122.3822734,Entire home/apt,68,2,114,11/8/2018,4.15,1,37
11512414,Modern 2bdr townhome in Cap Hill,37101658,Heberto,Capitol Hill,Broadway,47.62166199,-122.3183612,Entire home/apt,180,3,81,11/5/2018,2.52,2,347
11523055,Cul-du-Sac Quiet. Master in W Sea,54669634,Paul,Delridge,Riverview,47.5375033,-122.3563197,Private room,45,1,33,10/1/2018,1.02,13,86
11525642,Light & Airy in Quiet West Seattle,54669634,Paul,Delridge,Riverview,47.5368639,-122.3555671,Private room,48,1,57,9/8/2018,1.9,13,86
11531021,West Seattle Tranquility. Large Private Patio.,54669634,Paul,Delridge,Riverview,47.53686145,-122.3562096,Private room,36,1,73,10/7/2018,2.32,13,86
11533621,2-Bed Garden Apt in Cozy Craftsman,15198480,Chris,Other neighborhoods,Roosevelt,47.67994035,-122.3156981,Entire home/apt,130,2,74,11/5/2018,2.39,1,164
11547278,303 @ Roy Street Commons Capitol Hill Micro Studio,42537846,Eric,Capitol Hill,Broadway,47.62596011,-122.3168212,Private room,59,1,189,8/5/2018,5.76,40,292
11549328,Newly Remodeled Ballard Apartment,45334,Avigail,Ballard,Adams,47.67010337,-122.3922312,Entire home/apt,85,3,90,10/28/2018,2.88,1,341
11552074,Historical Log Home/remodeled in W Seattle/Alki,43798906,Terry,West Seattle,Alki,47.56982225,-122.4071289,Entire home/apt,525,2,13,8/26/2018,0.43,3,339
11552569,City View 2BD/2BA,14980831,Rebecca,Downtown,First Hill,47.61265129,-122.329322,Entire home/apt,185,3,68,9/10/2018,2.21,9,198
11570823,Long Term Retro 2 Bdrm Charmer in Greenwood!,21409264,Alysse,Other neighborhoods,Greenwood,47.70370341,-122.3556756,Entire home/apt,95,2,36,9/4/2018,1.13,1,345
11573287,"Seattle, Ideal Lake Washigton 2 Bedr 1 bath apt.",61141478,Martha,Seward Park,Seward Park,47.56419005,-122.2725805,Entire home/apt,120,3,16,8/19/2018,0.59,1,347
11575805,Comfortable Room Near Light Rail,12513323,Jennifer,Rainier Valley,Brighton,47.53372422,-122.2797227,Private room,49,1,13,10/20/2018,2.71,1,42
11583227,Modern Studio at the Beacon Hill Lightrail,20519441,Rebecca,Beacon Hill,North Beacon Hill,47.57613669,-122.3128735,Entire home/apt,90,5,55,10/29/2018,2.15,1,147
11588490,Nice Home Centrally Located in North Seattle!,881457,Aaron,Other neighborhoods,Roosevelt,47.67311834,-122.3169467,Entire home/apt,110,3,6,12/30/2017,0.2,2,0
11590752,"78' Historic Yacht! Fully Restored, Sleeps 8!",61303757,Kuhrt,Cascade,Eastlake,47.65116796,-122.323629,Entire home/apt,349,2,29,11/3/2018,0.97,1,284
11595581,MODERN NEW 5-BEDROOM 3-BATH HOME,16756919,Morteza,Queen Anne,North Queen Anne,47.64773604,-122.3604961,Entire home/apt,400,2,23,8/21/2017,0.73,7,0
11599758,Kid-friendly 2.5BD Capitol Hill Condo with deck,12222737,Emily,Capitol Hill,Broadway,47.62582221,-122.3230961,Entire home/apt,650,2,19,6/10/2018,0.68,2,0
11601374,North Queen Anne Escape,47332984,Keith,Queen Anne,North Queen Anne,47.64830335,-122.3591844,Entire home/apt,140,1,205,11/13/2018,6.25,2,173
11603110,"Urban living, View Condo,  2BD, 1BA",14980831,Rebecca,Downtown,First Hill,47.61272381,-122.3301746,Entire home/apt,185,3,45,10/28/2018,1.4,9,212
11605215,Hydrangea House: Sunny Family Bungalow- Queen Anne,61416063,Mandy,Queen Anne,West Queen Anne,47.63731874,-122.3633039,Entire home/apt,365,2,11,7/29/2018,0.38,1,0
11610147,Roomy one bedroom on Beacon Hill.,20079259,Philip,Beacon Hill,Mid-Beacon Hill,47.55929423,-122.3010076,Entire home/apt,85,3,38,10/10/2018,1.29,1,212
11619498,"Sunny & renovated, vintage bldg - C",10013531,Cate,Capitol Hill,Broadway,47.6216733,-122.3179633,Entire home/apt,110,4,145,10/19/2018,4.69,5,38
11621166,"Heart of Capitol Hill, Mini Ensuite",12796487,Shannon,Capitol Hill,Stevens,47.61970753,-122.3074209,Private room,125,2,5,7/11/2017,0.19,10,361
11627159,6Lee.Free Parking.2 (Website hidden by Airbnb) Fremont,31366898,Steve & Christine,Queen Anne,East Queen Anne,47.64051905,-122.3437938,Entire home/apt,125,1,140,9/24/2018,4.38,11,90
11637080,Serene Urban Oasis,38048382,Jody,Delridge,North Delridge,47.55881386,-122.3608304,Entire home/apt,99,1,8,3/26/2017,0.28,2,58
11638111,Modern Apartment - Columbia City & Lake Washington,5478198,David,Rainier Valley,Mount Baker,47.56813087,-122.281874,Entire home/apt,70,3,141,11/7/2018,4.46,1,87
11638677,Seattle Sanctuary,2937202,Claudia,Other neighborhoods,Wallingford,47.66079645,-122.3380115,Entire home/apt,130,3,32,9/3/2018,0.99,1,0
11640043,Summer in Seattle - 4 Bedroom Home,3363382,Robert,Magnolia,Briarcliff,47.64265264,-122.4048923,Entire home/apt,395,3,3,8/7/2016,0.11,1,0
11640921,"Cute, Cozy Bedroom w/Private Bath and Back Patio",61715772,Jason,Delridge,North Delridge,47.55656566,-122.363248,Private room,65,2,78,11/11/2018,2.72,1,63
11641406,Green Tortoise Seattle Hostel,31751507,Rex,Downtown,Pike-Market,47.60835437,-122.3403095,Shared room,40,1,84,9/4/2018,2.59,5,23
11641687,Last Minute Deals!FreeParking!Views!#203,31366898,Steve & Christine,Queen Anne,East Queen Anne,47.64284115,-122.3461059,Entire home/apt,66,1,129,10/29/2018,3.97,11,73
11655095,"Modern, Light-filled Georgetown Townhouse",38030970,Yurij,Other neighborhoods,Georgetown,47.55067831,-122.3230309,Entire home/apt,210,3,0,,,1,0
11658142,2 Bed 1 Bath First Hill Corporate Rental 1 - 2-CS,50550045,Lilly & Mackenzie,Downtown,First Hill,47.6099463,-122.3269063,Entire home/apt,188,2,40,9/17/2018,1.26,163,119
11658909,Vintage Apt Near Park in Cap Hill!,24165555,Caitlin & Charlie,Capitol Hill,Broadway,47.62478198,-122.317349,Entire home/apt,90,3,1,7/7/2016,0.03,1,0
11672368,Backyard cottage,11341339,Liz,Other neighborhoods,Wedgwood,47.68779996,-122.301103,Entire home/apt,70,2,8,10/6/2018,2.53,1,359
11673305,Capitol Hill Eagle's Nest,32723488,Audrey,Central Area,Minor,47.61383603,-122.3108147,Shared room,62,1,4,9/25/2016,0.15,1,0
11674535,Newly renovated basement apartment,51040817,Robin,Other neighborhoods,Wallingford,47.66568247,-122.3374839,Entire home/apt,135,2,47,10/25/2018,1.56,1,342
11678323,Attention Travel Nurses!,62026387,Mary,Delridge,Riverview,47.53909408,-122.3531642,Private room,37,30,7,9/15/2018,0.23,1,313
11678366,"Farmhouse in the City in Wallingford, near UW",3234703,Elise,Other neighborhoods,Wallingford,47.66005446,-122.3232184,Entire home/apt,89,2,4,12/23/2017,0.35,1,0
11679052,"Modern, ultra energy efficient urban retreat.",62032202,Mark,Rainier Valley,Columbia City,47.55737638,-122.2763274,Entire home/apt,97,3,45,11/14/2018,1.6,1,70
11679184,Greenlake Garden Gem & Hot Tub!,62034319,Tina & Justin,Other neighborhoods,Wallingford,47.66845667,-122.326474,Entire home/apt,90,2,106,10/17/2018,3.29,1,263
11687866,Simple apartment. Solid location.,16643290,Matt,Queen Anne,North Queen Anne,47.64797309,-122.3587786,Private room,89,1,0,,,1,0
11697817,"West Seattle Townhouse, AK Junction",59914738,Drew,West Seattle,Genesee,47.56541165,-122.3872796,Entire home/apt,110,5,31,10/12/2018,1.11,1,309
11712120,Lichton Springs park's house Room 1,62263795,Mikhail,Northgate,North College Park,47.70235861,-122.3419161,Private room,80,3,13,8/18/2018,0.44,3,362
11739385,"Winter Wonderland at ""The Minimalism""",2824074,Tu,Downtown,Yesler Terrace,47.60612426,-122.3219579,Private room,70,1,47,2/5/2017,1.46,1,0
11743748,Beautiful Private Queen Anne Cottage,5548832,Christie,Queen Anne,North Queen Anne,47.65137501,-122.3714344,Entire home/apt,85,3,127,10/28/2018,4.01,1,27
11745234,Great Location in Pike Place Market.,41209589,Danny,Downtown,Pike-Market,47.60853593,-122.3397355,Entire home/apt,150,39,131,10/30/2017,4.07,4,103
11755336,Modern and spacious dedicated story!,58057502,Roxanne,Central Area,Minor,47.60646319,-122.3030044,Private room,90,28,45,10/9/2018,1.39,2,0
11769898,Large 1 BD Vintage Apt Capitol Hill,9206918,Liz,Capitol Hill,Stevens,47.61688773,-122.3106436,Entire home/apt,115,1,37,9/12/2017,1.14,1,0
11775028,Secluded Historic Seattle Craftman,15492417,Melanie,Queen Anne,West Queen Anne,47.63630058,-122.3729315,Entire home/apt,285,2,2,8/20/2018,0.56,1,90
11775115,Spacious Urban Studio 10th Ave E,43307525,Karin,Capitol Hill,Broadway,47.63534516,-122.319132,Private room,80,1,21,9/17/2017,0.81,1,0
11778122,New Studio next to UW Seattle,62710663,Jenny,University District,University District,47.66385269,-122.3066769,Private room,55,1,1,3/28/2016,0.03,1,0
11785399,"AC, Walkable, tv, new bed, noise machine-6",3319649,Nicci,Central Area,Minor,47.6031474,-122.3078166,Private room,35,1,31,11/11/2018,0.96,3,79
11802330,Bright 1-bed Green Lake escape,3160093,Sarah,Other neighborhoods,Green Lake,47.68467692,-122.3249026,Entire home/apt,125,3,25,9/6/2017,0.83,1,0
11810269,Tranquil Contemporary City Studio,10235544,Scott (Aka Skip),Central Area,Leschi,47.59324603,-122.2946573,Entire home/apt,75,4,22,11/8/2018,0.7,5,165
11816168,Madison Valley Family Friendly Home,4204134,Becca,Central Area,Harrison/Denny-Blaine,47.62142412,-122.2925741,Entire home/apt,250,2,4,7/30/2018,0.14,1,19
11819518,"Quiet, private Alki Beach hideaway",62956167,Cameron,West Seattle,Alki,47.58142409,-122.4036838,Private room,80,1,37,7/29/2018,1.17,1,22
11820958,Explore Heart of Seattle from Centrally Located Apartment,74305,Seattle Oasis,Downtown,Belltown,47.61509305,-122.3493432,Entire home/apt,160,2,48,11/9/2018,1.49,43,136
11821901,Stay in Sophisticated Condo in Heart of Seattle,74305,Seattle Oasis,Downtown,Belltown,47.61403115,-122.34772,Entire home/apt,136,2,52,11/12/2018,1.71,43,134
11825856,Alki Beach Cottage - Seattle,1801138,Shauna Causey +,West Seattle,Alki,47.57764365,-122.4062533,Entire home/apt,244,1,90,10/21/2018,2.95,3,89
11826680,Large Private Apartment - Ballard/Greenwood,61897749,Adrian,Other neighborhoods,Crown Hill,47.699653,-122.3716711,Entire home/apt,125,2,2,10/7/2018,0.31,1,0
11827325,Modern & spacious dedicated story!,58057502,Roxanne,Central Area,Minor,47.60768289,-122.3043373,Private room,95,28,40,10/6/2018,1.24,2,30
11829208,Central 2bd Home to Love,30023018,Nathan,Central Area,Minor,47.61543202,-122.3036684,Entire home/apt,209,1,49,9/17/2017,1.69,1,45
11845640,"The Camlin, WA, Studio #2",10981379,Jan,Downtown,Central Business District,47.61431989,-122.3318075,Entire home/apt,124,1,2,3/21/2018,0.15,8,146
11846910,"The Camlin, WA, 2 Bedroom #1",10981379,Jan,Downtown,Central Business District,47.61413494,-122.3336637,Entire home/apt,174,1,0,,,8,2
11847035,"The Camlin, WA, 2 Bedroom #2",10981379,Jan,Downtown,Central Business District,47.61462373,-122.3322902,Entire home/apt,174,1,0,,,8,2
11867748,Close to Beacon Hill Station-- No Car Needed!,63267084,Melissa,Beacon Hill,North Beacon Hill,47.57808016,-122.3174139,Entire home/apt,120,2,87,10/22/2018,5.18,1,322
11879208,2 Blocks from Everything,63341109,Tom,West Seattle,Genesee,47.56221105,-122.3908861,Private room,72,1,0,,,1,0
11890234,Modern Belltown 1 bdrm with parking,45680524,Hsiu,Downtown,Belltown,47.61463371,-122.3489326,Entire home/apt,140,3,146,9/30/2018,4.54,2,112
11892077,"West Seattle, Beach Dr. Condo
Alki Beach, Seattle",28824732,Sharon,West Seattle,Alki,47.56626708,-122.4077686,Entire home/apt,145,2,81,9/24/2018,2.64,1,132
11907396,THE BEACH HOUSE,5790470,Francesco,West Seattle,Alki,47.59245764,-122.390919,Entire home/apt,125,2,133,10/30/2018,4.29,2,344
11911218,Modern Home w/ Mountain Sunset View,19598332,Reid,Other neighborhoods,Fremont,47.65674358,-122.3597933,Entire home/apt,150,4,0,,,2,0
11912351,"AC, large private suite w/ 2 beds, bath, RokuTV",3319649,Nicci,Central Area,Minor,47.60394325,-122.309569,Private room,60,1,18,10/28/2018,0.56,3,0
11913756,(1) MODERN BRAND NEW > PRIME LOC > URBAN LIVING,15454102,Jenell,Central Area,Minor,47.61357656,-122.3124608,Entire home/apt,99,1,78,10/7/2018,2.54,15,44
11921574,Queen Anne Townhome with views of the Space Needle,20986833,Alison,Queen Anne,East Queen Anne,47.62916021,-122.3457073,Entire home/apt,195,10,0,,,1,0
11929388,ALL NEW in heart of Wallingford,63674214,Liz,Other neighborhoods,Wallingford,47.66383849,-122.3415006,Entire home/apt,99,1,36,10/24/2018,1.13,5,310
11929431,Modern and sleek apt downtown,39193262,Peter,Downtown,Belltown,47.61600138,-122.3404196,Entire home/apt,200,1,0,,,1,0
11944943,Private cottage apt.— pets possible,2222321,Deb,Other neighborhoods,Wedgwood,47.68502419,-122.2897322,Entire home/apt,100,1,13,8/11/2018,0.42,4,94
11950209,Cherry Hill House - Lincoln Bedroom,35396029,Nick,Central Area,Minor,47.6054919,-122.3115875,Entire home/apt,85,2,209,10/28/2018,6.53,9,62
11962894,Daylight Basement in Country Home in Seattle,11279351,Sarah,Beacon Hill,North Beacon Hill,47.57555536,-122.299952,Entire home/apt,110,4,21,8/20/2018,0.74,1,134
11972353,Comfy and Cozy near Seattle Center,55343471,Jaclyn,Downtown,Belltown,47.61787288,-122.347254,Entire home/apt,110,2,4,5/22/2016,0.13,1,0
11972509,Nice Condo walkto UW U Village(202),3074414,Melissa,University District,University District,47.66318307,-122.3017564,Entire home/apt,120,1,16,8/20/2018,0.6,50,326
11973117,401 @ Roy Street Commons Capitol Hill Micro Studio,42537846,Eric,Capitol Hill,Broadway,47.62419367,-122.3182254,Private room,59,1,227,10/5/2018,7.16,40,286
11973401,Cozy North Beach Cottage,63977682,Theresa,Other neighborhoods,North Beach/Blue Ridge,47.6982455,-122.3980345,Entire home/apt,150,2,18,8/20/2018,0.61,1,350
11973794,Seattle Downtown Sleeps 5,39631194,Suzy,Downtown,Central Business District,47.61475144,-122.3316848,Entire home/apt,250,1,0,,,1,56
11974887,Walk to U Village/UW Comfort 5501,3074414,Melissa,Other neighborhoods,Ravenna,47.66910752,-122.3004084,Entire home/apt,145,2,11,8/14/2018,0.4,50,278
11977745,cozy room/First Hill/Conv Center!,11282691,Molly,Downtown,First Hill,47.60622844,-122.3254127,Private room,59,2,147,11/7/2018,4.88,1,16
11984257,Classic large home University of WA,12269341,Michael,University District,University District,47.66703795,-122.3108524,Private room,80,3,0,,,1,0
11986676,207 @ Roy Street Commons Capitol Hill Micro Studio,42537846,Eric,Capitol Hill,Broadway,47.62591678,-122.3159232,Private room,59,1,96,6/15/2018,3.34,40,296
11991764,Mid century modern with view,3607676,Michael,Capitol Hill,Broadway,47.6181261,-122.3131452,Entire home/apt,98,3,130,10/12/2018,4.07,4,0
12002753,301 @ Roy Street Commons Capitol Hill Micro Studio,42537846,Eric,Capitol Hill,Broadway,47.6238574,-122.3166326,Private room,59,1,176,8/9/2018,5.67,40,282
12002953,Amazing Water View 1 Pike Place 1BD. 99 Walkscore,29051256,Eve And Katrina,Downtown,Pike-Market,47.61031507,-122.3421526,Entire home/apt,359,2,49,6/12/2017,1.54,29,365
12003061,406 @ Roy Street Commons Capitol Hill Micro Studio,42537846,Eric,Capitol Hill,Broadway,47.62445346,-122.3174925,Private room,59,1,166,9/4/2018,5.22,40,282
12006031,Beautiful home in Wallingford,16667521,Katy,Other neighborhoods,Wallingford,47.65811413,-122.3392394,Entire home/apt,350,3,6,7/1/2018,0.2,1,75
12007009,Amazing Water View 3 Pike Place 1BD. 99 Walkscore,29051256,Eve And Katrina,Downtown,Pike-Market,47.61027044,-122.3418719,Entire home/apt,339,2,80,6/12/2017,2.52,29,365
12007028,Amazing Water View 5 Pike Place 1BD. 99 Walkscore,29051256,Eve And Katrina,Downtown,Pike-Market,47.61026636,-122.3424343,Entire home/apt,344,2,59,6/12/2017,1.86,29,365
12011079,"2 BR apartment, easy subway, free parking",63157637,George,Capitol Hill,Broadway,47.62315103,-122.3190585,Entire home/apt,120,1,135,11/10/2018,4.68,1,206
12019464,Sunny Sweet Queen Anne Studio,51635157,Jaclyn,Queen Anne,East Queen Anne,47.62875161,-122.3555038,Entire home/apt,85,1,8,5/8/2016,0.25,1,0
12028522,Airy Escape on Green Lake,236714,Janet,Other neighborhoods,Green Lake,47.67555762,-122.3343352,Entire home/apt,180,1,70,11/11/2018,2.37,2,97
12041382,Cozy South Seattle Cool Spot!,64462222,Quincy,Rainier Valley,Rainier View,47.50141481,-122.2425711,Private room,45,1,0,,,1,0
12042411,Quintessential Seattle experience special,57285609,Katarina,Queen Anne,East Queen Anne,47.6328511,-122.3472487,Entire home/apt,475,2,124,11/11/2018,4.03,1,281
12056343,Charming Townhome on Burke Trail,241762,Mark,Other neighborhoods,Windermere,47.66913508,-122.2772503,Entire home/apt,350,5,12,9/24/2018,0.4,1,365
12056372,Alki Beach Tiny Room - Pet-friendly,6129293,Sandy,West Seattle,Alki,47.57521468,-122.4134719,Private room,50,1,2,9/24/2017,0.07,2,62
12064196,Boho Bungalow close to water,726673,Summer & Vinod,West Seattle,Fauntleroy,47.52320158,-122.3781661,Entire home/apt,82,2,68,9/9/2018,2.3,1,44
12068660,"Quiet, Stylish & Parking | 15 min to Airport",10021172,Micheal,Rainier Valley,Rainier Beach,47.518447,-122.264272,Private room,50,1,97,9/10/2018,3.2,2,81
12069871,Private Bed & Bath Suite,12428846,Megan,Other neighborhoods,Broadview,47.70610779,-122.3562098,Private room,47,2,19,9/23/2018,0.63,1,216
12084472,Business traveler2? Look no further Travel Nurses!,12420261,Kari,Delridge,Riverview,47.53938032,-122.3528025,Entire home/apt,90,29,5,10/1/2016,0.16,5,198
12095197,Beautiful Family Home In Green Lake,14867032,Stefany,Other neighborhoods,Wallingford,47.6705062,-122.3365237,Entire home/apt,400,5,7,8/2/2017,0.24,1,0
12111913,Small Micro Studio,60522034,Sean,Capitol Hill,Broadway,47.61981218,-122.3162073,Entire home/apt,75,1,0,,,1,0
12113003,Functional and cozy kid-friendly space in Ballard,485950,Chris,Ballard,Whittier Heights,47.68012071,-122.3703512,Entire home/apt,85,2,91,7/24/2018,3.86,1,90
12113826,Green Tortoise Hostel Seattle,31751507,Rex,Downtown,Pike-Market,47.608211,-122.3398635,Shared room,39,1,84,11/5/2018,2.81,5,172
12133747,Remodeled 1-bedroom daylight basement apartment,426548,Christian,Other neighborhoods,Wallingford,47.65983166,-122.3329638,Entire home/apt,125,1,35,8/1/2018,1.26,1,150
12138614,Waterfront Lofted Dreams: A True Seattle Loft 6 AR,50550045,Lilly & Mackenzie,Downtown,Belltown,47.61111496,-122.3453662,Entire home/apt,200,3,112,11/9/2018,3.59,163,136
12144296,Leschi City Retreat,10235544,Scott (Aka Skip),Central Area,Leschi,47.59367313,-122.2934934,Entire home/apt,165,5,15,9/27/2017,0.5,5,228
12147772,Eastlake Townhouse,65221441,Sarah,Capitol Hill,Broadway,47.63940042,-122.322726,Private room,250,1,3,7/21/2016,0.1,1,0
12153406,BRAND NEW | PRIME LOCATION>>CAPITOL HILL FLAT,15454102,Jenell,Central Area,Minor,47.6135916,-122.3106157,Entire home/apt,70,1,86,11/2/2018,2.72,15,45
12154470,108 @ Roy Street Commons Capitol Hill Micro Studio,42537846,Eric,Capitol Hill,Broadway,47.62594183,-122.3180632,Private room,59,1,101,5/27/2018,3.24,40,282
12157169,(6) TINY (house) FLAT > URBAN MODERN > PRIME LOC!!,15454102,Jenell,Central Area,Minor,47.61421068,-122.3125835,Entire home/apt,75,1,71,11/4/2018,2.49,15,12
12157424,(2) BRAND NEW > CAPITOL HILL FLAT PRIME LOC!!,15454102,Jenell,Central Area,Minor,47.61530798,-122.3107583,Entire home/apt,60,1,108,10/28/2018,3.5,15,60
12157471,CHIC Live/work loft ON CAPITOL HILL,15454102,Jenell,Central Area,Minor,47.61435767,-122.3127983,Entire home/apt,99,1,102,11/10/2018,3.26,15,41
12158086,"Entire Place, E Line, Parking, Fun, 102",394231,Sonny,Other neighborhoods,Bitter Lake,47.70561805,-122.3463903,Entire home/apt,108,2,20,10/12/2018,0.64,6,335
12158587,cozy room 1  in West Seattle,60119908,Ergo,Delridge,High Point,47.55121305,-122.3736425,Private room,35,1,27,9/15/2017,0.85,2,0
12159498,cozy room 2  in West Seattle,60119908,Ergo,Delridge,High Point,47.55343632,-122.374924,Private room,34,1,22,9/14/2017,0.69,2,0
12170734,Central and Private Hilltop  Home.  5 STARS!!!!,28878401,Fred And Jennifer,Queen Anne,East Queen Anne,47.63981662,-122.3517205,Entire home/apt,225,2,178,11/3/2018,5.93,1,290
12174773,SUNNY TOP FLOOR BUNGALOW,16756919,Morteza,Other neighborhoods,Phinney Ridge,47.68247888,-122.3520071,Entire home/apt,120,3,16,7/8/2018,0.55,7,0
12185450,"Beautiful apartment,vintage bldg-D",10013531,Cate,Capitol Hill,Broadway,47.62097592,-122.3178057,Entire home/apt,110,4,149,11/4/2018,4.77,5,41
12191280,Seattle Backyard Studio,65530409,Morris & Sheila,Rainier Valley,Columbia City,47.55463576,-122.2740194,Entire home/apt,110,2,145,11/13/2018,4.69,1,236
12191601,Waterfront Madison Park Home,17848496,Amy,Capitol Hill,Madison Park,47.64243407,-122.2845832,Entire home/apt,895,3,2,7/22/2018,0.49,1,23
12192162,Ocean View *ROOM* & Beach access (not whole house),65538154,Tola And Slawek.,West Seattle,Arbor Heights,47.50155734,-122.3804607,Entire home/apt,42,1,237,11/13/2018,7.94,2,146
12193458,Modern Renovated House. Sleeps 14!,1274285,Galina,Northgate,Pinehurst,47.71169308,-122.3172555,Entire home/apt,319,1,48,10/14/2018,1.62,3,362
12208188,Private floor w/ separate entrance,65653719,Mark,Rainier Valley,Columbia City,47.56234743,-122.2915854,Private room,93,2,75,9/24/2018,2.43,1,132
12208402,Creative Live / Work Townhouse,3286046,Parker,Beacon Hill,North Beacon Hill,47.58447346,-122.3138316,Private room,115,2,9,7/8/2018,0.29,1,0
12209387,Comfort & Style in Heart of Seattle,1231161,Shannon,Downtown,Belltown,47.6173951,-122.3473374,Entire home/apt,110,2,163,10/27/2018,5.26,2,81
12209894,Adorable back cottage studio,7549111,Tim,University District,University District,47.66945364,-122.3186287,Entire home/apt,175,1,1,4/7/2016,0.03,1,0
12210720,Greenwood Seattle 3 bedroom house,7637431,Lee,Other neighborhoods,Greenwood,47.69414633,-122.3525666,Entire home/apt,200,2,0,,,1,0
12212589,Old charm top floor studio apartment,19912845,Elen,Central Area,Minor,47.60927035,-122.3069756,Entire home/apt,90,1,135,10/29/2018,5.22,1,57
12223760,106 @ Roy Street Commons Capitol Hill Micro Studio,42537846,Eric,Capitol Hill,Broadway,47.62461532,-122.3168089,Private room,59,1,105,8/10/2018,3.31,40,267
12224432,Montlake Garden View - 2 Bdrm Apt.,65759888,Norman +Renate,Capitol Hill,Montlake,47.6408607,-122.3020844,Private room,115,2,62,9/23/2018,2.11,1,163
12225830,Colorful West Seattle Garden House,6041060,Jeremy,Delridge,North Delridge,47.55654357,-122.3631952,Private room,80,2,20,9/3/2017,0.66,1,167
12229174,"Walk to Convention Center, Downtown, Pike Place",4810767,Joshua,Capitol Hill,Broadway,47.61538324,-122.3228035,Entire home/apt,49,1,161,10/6/2018,5.07,3,11
12233882,Stunning house at northgate Seattle room ::::,65832379,Jing,Northgate,Haller Lake,47.71825844,-122.3270632,Private room,85,1,68,10/13/2018,2.23,8,87
12234015,Water view condo with sunny balcony,27923439,Jordan,Queen Anne,Lower Queen Anne,47.62022301,-122.3561808,Entire home/apt,149,4,28,10/29/2018,0.91,1,253
12234088,Carriage House Apartment,65834431,Jill,Other neighborhoods,Wedgwood,47.69297254,-122.2834287,Entire home/apt,95,2,44,9/17/2018,1.43,1,0
12246399,Private One Bedroom home in Fremont,3752499,Donna,Other neighborhoods,Fremont,47.64951466,-122.3473385,Entire home/apt,180,2,68,10/7/2018,2.3,2,245
12249990,Bright Studio in downtown Fremont,14012754,Lara,Other neighborhoods,Fremont,47.65403964,-122.3553892,Entire home/apt,115,2,141,11/7/2018,4.49,4,325
12254134,Beacon Hill Bungalow,301107,Perry,Beacon Hill,North Beacon Hill,47.57699034,-122.3038773,Entire home/apt,175,7,0,,,5,0
12255597,Stunning Brand New Modern Townhouse,16756919,Morteza,Queen Anne,North Queen Anne,47.64751273,-122.3623055,Entire home/apt,450,2,12,7/3/2017,0.4,7,0
12257078,One room in a big house,66002986,Ed,Other neighborhoods,Laurelhurst,47.66042525,-122.2826406,Private room,249,1,0,,,1,365
12265836,COZY LAKE VIEW STUDIO W/ FIREPLACE - Seattle WA,18231415,Russ,Seward Park,Seward Park,47.53991405,-122.2636164,Entire home/apt,88,2,72,11/6/2018,2.34,1,252
12272813,Greenlake Cabin,66111007,Jenifer And Chris,Other neighborhoods,Green Lake,47.6737784,-122.330928,Entire home/apt,149,2,137,5/13/2018,4.65,1,3
12275413,An Adorable Little House,66135690,Phoenix,Delridge,South Delridge,47.52541666,-122.3610783,Entire home/apt,54,12,0,,,1,0
12291865,"Spacious Studio, Top Floor - Capitol Hill",12033477,Allisha,Downtown,Yesler Terrace,47.60404498,-122.3190698,Entire home/apt,85,1,0,,,1,0
12294755,"Bed, Baked and Beyond in Ballard",9555890,Melissa,Ballard,West Woodland,47.66999124,-122.3668535,Entire home/apt,125,3,41,9/3/2018,1.39,6,266
12322489,Fremont Condo,21858194,Monika,Other neighborhoods,Fremont,47.65148814,-122.344468,Entire home/apt,300,1,0,,,1,0
12323461,Greenlake Oasis w heated pool!,66488745,Dirk,Other neighborhoods,Green Lake,47.6852102,-122.3428711,Entire home/apt,600,3,8,8/4/2017,0.27,1,364
12324854,FREMONT Modern 2 bedroom.  LOCATION!,27189459,Fremont,Other neighborhoods,Fremont,47.65345989,-122.346903,Entire home/apt,139,1,48,10/15/2018,1.6,4,227
12325931,Downtown Seattle Space Needle Walk,15082394,Jordan,Downtown,Belltown,47.61521213,-122.3403694,Entire home/apt,99,1,122,11/4/2018,3.92,18,109
